47265,10697
47265,22249
47265,11205
47265,14788
47265,13962
47265,39241
47265,17160
47265,18117
47265,23109
10697,22951
22249,53182
22249,33868
22249,24775
22249,6236
22249,9729
11205,45359
11205,21320
11205,18470
11205,44976
11205,26324
11205,10248
11205,39175
11205,17049
14788,13733
14788,49756
6236,8321
6236,22089
6236,6811
45359,52263
45359,6017
45359,43800
45359,14286
45359,48073
45359,29884
45359,45995
18470,25522
10248,939
39175,9071
39175,25740
39175,2508
39175,10702
39175,3130
39175,43900
39175,22860
39175,15856
39175,35345
49756,28790
8321,28663
22089,2063
22089,27736
22089,32115
22089,48767
22089,34324
22089,41557
22089,20394
22089,12154
22089,11641
22089,29454
22089,52076
22089,44564
22089,52662
22089,46507
22089,4005
22089,26851
52263,24392
52263,23318
52263,44100
52263,14850
43800,11342
29884,17513
29884,21746
29884,4113
29884,44427
29884,27539
29884,25043
29884,51281
29884,9831
29884,39860
29884,31183
29884,3547
29884,1521
29884,6338
29884,42551
29884,712
29884,951
29884,2440
29884,22682
29884,27517
29884,22867
29884,6317
939,12859
939,32017
28790,4754
2063,9846
2063,15135
2063,37735
34324,40997
41557,52693
41557,51265
20394,2332
11641,41147
11641,17710
11641,6623
29454,17795
52076,18473
52076,21928
52076,5679
26851,24052
44100,32194
44100,7531
37735,45716
37735,35718
37735,2679
37735,36018
37735,53166
37735,46667
37735,11332
37735,17588
37735,31128
37735,38068
37735,1148
